Team,Opponent,Match_Type,Date,Location,Team_Score,Opponent_Score,Possession_Team,Possession_Opponent,Shots_Team,Shots_Opponent,Fouls_Team,Fouls_Opponent,Yellow_Cards_Team,Yellow_Cards_Opponent,Red_Cards_Team,Red_Cards_Opponent
Brazil,Argentina,Friendly,2021-12-16,Away,0,5,59.79434930902222,61.39401667162202,3,27,13,9,1,1,0,0
Germany,England,Friendly,2021-12-17,Away,5,4,41.03017957512331,51.303354374385826,29,8,5,15,0,0,1,1
Brazil,France,Qualifier,2021-12-18,Home,1,0,64.3538287867735,53.92413443982523,19,15,11,14,4,2,1,1
Argentina,Italy,Tournament,2021-12-19,Home,2,4,30.08930212576435,30.53409738102717,4,8,12,7,0,2,0,0
England,England,Tournament,2021-12-20,Away,1,5,39.491051135350105,50.97149067344108,15,14,18,14,1,4,0,1
Portugal,Argentina,Qualifier,2021-12-21,Away,0,1,31.86238395296783,53.0225499929616,13,6,6,15,0,1,0,0
Italy,Argentina,Friendly,2021-12-22,Neutral,4,2,34.4238582667584,56.80190183061546,11,24,18,6,3,1,1,1
Germany,Spain,Qualifier,2021-12-23,Home,5,1,51.29516550070022,36.77562435330755,26,28,14,16,4,2,0,1
Italy,Italy,Tournament,2021-12-24,Home,4,0,31.49024759764138,39.6549704954037,2,22,13,18,0,1,1,0
France,Netherlands,Tournament,2021-12-25,Neutral,4,5,37.25524190801518,60.24018526769051,29,15,16,8,2,1,1,1
Portugal,Argentina,Friendly,2021-12-26,Neutral,5,5,39.30960589563311,36.705552801094626,9,20,5,14,4,4,1,1
Belgium,Germany,Tournament,2021-12-27,Home,3,2,56.21355220548887,46.64104289543028,29,27,16,13,0,3,1,1
Brazil,Belgium,Tournament,2021-12-28,Away,2,3,48.752820977929275,40.01960875955582,12,28,18,11,4,0,1,1
Spain,Portugal,Tournament,2021-12-29,Away,0,0,48.336500922218335,51.807364144870135,4,22,19,14,0,4,0,1
Argentina,Belgium,Friendly,2021-12-30,Neutral,5,2,60.73730217030498,69.47483524619776,26,9,7,13,0,3,0,1
Italy,Netherlands,Tournament,2021-12-31,Home,4,4,48.268856482973405,64.08151590713173,19,24,17,18,3,0,0,1
Brazil,France,Qualifier,2022-01-01,Neutral,0,2,43.93954971672186,40.77897359846361,10,23,15,7,0,2,0,0
Germany,Brazil,Friendly,2022-01-02,Away,0,4,68.49804182417331,44.74447242313771,11,5,13,6,2,3,1,0
Italy,Germany,Qualifier,2022-01-03,Away,3,4,30.331732377514278,66.74534329991357,7,13,5,13,3,0,0,1
Belgium,Brazil,Qualifier,2022-01-04,Neutral,4,5,42.21572000301535,65.93179889418954,13,7,8,10,2,4,1,1
Portugal,Argentina,Friendly,2022-01-05,Away,1,2,54.37570865518892,36.42112153794613,9,17,14,14,2,0,0,1
Portugal,France,Qualifier,2022-01-06,Home,0,5,61.312369442112214,63.17084527018134,12,8,10,8,1,1,1,1
Italy,England,Friendly,2022-01-07,Neutral,4,5,62.65651819034257,41.90431619149807,29,5,10,8,2,0,1,0
Germany,Argentina,Qualifier,2022-01-08,Neutral,0,1,31.842925274206898,51.75212637273078,2,23,18,14,0,2,1,1
Portugal,Brazil,Friendly,2022-01-09,Neutral,3,1,58.36528222230351,30.203935571607925,22,7,8,14,4,4,0,0
Portugal,Argentina,Tournament,2022-01-10,Away,3,5,58.81014573887268,69.9436076358462,21,8,14,17,3,3,1,0
Belgium,Portugal,Tournament,2022-01-11,Home,1,5,38.56317685825073,60.44385878593794,1,7,14,10,3,0,0,1
Argentina,Spain,Qualifier,2022-01-12,Neutral,3,4,34.51100113880368,39.66932239594898,27,22,19,11,3,4,1,0
Germany,Portugal,Tournament,2022-01-13,Neutral,4,5,59.987446307812085,57.351795765562414,7,12,14,16,4,2,1,1
Germany,France,Friendly,2022-01-14,Away,5,0,39.98000024949113,41.7322945129392,1,6,14,15,2,3,1,0
England,England,Qualifier,2022-01-15,Home,3,2,30.06695216334709,33.578232559440664,26,21,5,14,1,0,0,0
England,Portugal,Tournament,2022-01-16,Neutral,5,0,38.94290414307444,47.01239825468521,25,21,9,9,0,2,1,1
Portugal,Italy,Tournament,2022-01-17,Away,1,1,31.2427203526525,54.548754497745804,16,4,18,19,3,1,0,0
Spain,England,Qualifier,2022-01-18,Neutral,2,0,39.96746746776515,33.59109832844313,4,23,9,18,0,4,0,0
England,Brazil,Tournament,2022-01-19,Away,0,3,43.40078329327284,50.736251941157704,8,29,7,12,2,4,0,1
Portugal,Portugal,Tournament,2022-01-20,Home,0,3,40.85600638151806,50.5945692978204,17,28,15,14,1,0,1,0
Netherlands,Spain,Qualifier,2022-01-21,Away,4,1,66.79748268716978,55.14580962454812,21,27,7,16,3,2,1,0
France,England,Tournament,2022-01-22,Neutral,1,0,39.30131789541139,39.78582554121855,19,3,8,5,2,3,0,1
France,Argentina,Tournament,2022-01-23,Neutral,1,2,48.70139291112405,30.825659329834654,4,5,7,18,1,3,0,0
Germany,Spain,Tournament,2022-01-24,Away,1,1,68.29710375376189,42.9943002690242,28,19,18,5,3,3,1,1
Spain,Argentina,Tournament,2022-01-25,Home,0,3,65.16797965480889,45.94324770102787,4,8,19,8,2,3,1,1
Belgium,Portugal,Qualifier,2022-01-26,Home,3,1,42.370338981310454,55.42964218721707,8,5,7,12,0,0,1,1
Argentina,Germany,Friendly,2022-01-27,Neutral,0,0,43.05961179829875,67.20687449101005,10,27,7,15,4,0,1,0
England,Germany,Friendly,2022-01-28,Neutral,0,0,53.73317610037799,38.13542091134072,26,13,11,12,3,4,1,1
Netherlands,Brazil,Tournament,2022-01-29,Away,0,0,66.7145140301692,57.493345150733596,29,10,13,10,1,2,0,0
Portugal,Spain,Tournament,2022-01-30,Away,3,4,30.39999181823213,33.896036374930794,16,6,15,9,1,1,1,0
Spain,Argentina,Friendly,2022-01-31,Away,2,0,45.72479168740725,37.62487022219268,19,1,19,14,4,0,0,0
Germany,Netherlands,Tournament,2022-02-01,Home,4,5,63.991019454488956,50.36538046278366,1,11,17,14,4,3,1,1
England,Spain,Friendly,2022-02-02,Home,2,3,46.41879913547103,58.33510316639091,5,20,5,19,2,1,1,1
Spain,Italy,Qualifier,2022-02-03,Neutral,2,3,58.80219500879757,64.34274143763756,2,9,12,6,4,4,1,0
England,Brazil,Qualifier,2022-02-04,Neutral,0,4,57.67699609648809,59.756137279187925,29,16,14,17,3,3,0,1
Argentina,Belgium,Qualifier,2022-02-05,Neutral,2,3,38.21834838521469,30.61411147442073,27,15,16,9,4,2,0,1
Argentina,Belgium,Qualifier,2022-02-06,Away,0,3,47.983780174679325,57.35725303677428,16,5,5,16,3,1,0,0
Belgium,Argentina,Qualifier,2022-02-07,Home,0,1,52.647468512506876,62.98630814801227,13,15,13,9,0,4,0,1
France,Germany,Qualifier,2022-02-08,Neutral,4,0,58.61851740976359,51.02133909556552,6,1,17,6,4,0,1,1
Brazil,England,Friendly,2022-02-09,Neutral,1,5,62.89558526300341,68.62394763865638,4,15,12,12,0,2,1,0
Brazil,Italy,Tournament,2022-02-10,Neutral,0,5,60.39732844677973,30.172496897753327,25,4,19,18,1,3,1,0
England,Belgium,Friendly,2022-02-11,Neutral,2,1,31.132458695409206,62.746318024972155,7,28,10,19,4,1,1,0
Belgium,Argentina,Qualifier,2022-02-12,Neutral,4,5,56.82551366406662,43.39278927676778,2,16,10,14,1,4,1,1
Brazil,Argentina,Tournament,2022-02-13,Neutral,5,1,49.89261855422693,56.0179912695131,23,22,15,9,0,1,0,1
Germany,Portugal,Tournament,2022-02-14,Home,5,5,52.954469434143476,57.73927577673999,10,7,14,9,1,2,1,0
Brazil,Germany,Qualifier,2022-02-15,Neutral,5,3,44.91864850983508,42.249960655090476,14,23,11,19,0,0,0,1
Italy,Spain,Qualifier,2022-02-16,Home,2,2,58.561048583476214,69.8169799925403,8,8,12,16,2,0,0,1
Portugal,England,Qualifier,2022-02-17,Away,1,0,56.95554048476533,34.13000112281493,3,21,17,5,0,2,0,1
Belgium,Portugal,Qualifier,2022-02-18,Home,3,2,53.179459258254624,36.28116340674613,3,22,11,17,2,3,0,1
Germany,Belgium,Qualifier,2022-02-19,Away,1,3,64.46422130357259,65.68766821004249,27,27,19,5,1,1,0,1
Spain,England,Qualifier,2022-02-20,Home,4,4,34.076000995665574,34.76719505779487,2,27,17,15,0,3,0,1
Germany,Brazil,Tournament,2022-02-21,Home,1,1,42.040931036811344,45.25145058983874,28,2,5,19,2,4,1,0
France,Germany,Qualifier,2022-02-22,Neutral,5,5,49.80521660811311,59.325688475848054,17,12,14,5,0,3,1,0
Spain,Belgium,Qualifier,2022-02-23,Home,1,5,68.34419245198143,61.65967443342953,19,26,19,12,3,2,1,0
Netherlands,Argentina,Tournament,2022-02-24,Home,4,3,32.87853545127277,68.1867670725117,10,28,17,17,3,0,1,1
Portugal,Belgium,Friendly,2022-02-25,Neutral,4,5,43.48309959939348,61.582953386968,12,2,18,14,1,2,0,1
Portugal,Netherlands,Qualifier,2022-02-26,Away,5,3,67.03562214903799,63.781295364790296,27,14,8,6,3,2,1,0
Portugal,France,Tournament,2022-02-27,Neutral,2,2,65.91790269796653,67.97504022777643,23,19,19,12,4,1,0,1
Portugal,France,Tournament,2022-02-28,Neutral,0,4,64.60982282830409,52.14750769096457,11,20,8,17,2,2,0,1
England,Belgium,Friendly,2022-03-01,Neutral,3,1,42.335618240055354,43.73733840394178,9,6,17,16,4,4,1,1
Portugal,Netherlands,Qualifier,2022-03-02,Away,3,5,63.873431190040215,60.464525786660126,25,22,13,10,3,1,0,1
Portugal,Belgium,Qualifier,2022-03-03,Home,5,4,50.213576475836746,36.54166345686227,13,19,19,17,1,1,1,0
Portugal,France,Qualifier,2022-03-04,Home,3,4,54.791153761694495,32.729266800162264,6,17,16,9,4,3,1,1
Belgium,Portugal,Tournament,2022-03-05,Neutral,1,4,39.552996218434764,61.41323460491076,14,3,13,10,1,2,1,1
England,Brazil,Qualifier,2022-03-06,Neutral,4,0,58.266955556764046,68.02685432251407,22,20,7,8,0,3,1,1
Argentina,France,Qualifier,2022-03-07,Home,4,4,43.107884170225574,47.697877798655014,11,25,15,16,4,3,1,1
Germany,Brazil,Qualifier,2022-03-08,Home,5,3,43.75521704482606,36.445338137924736,5,10,19,15,0,1,1,1
Germany,Argentina,Qualifier,2022-03-09,Home,4,0,55.47268704374302,49.8808390434745,2,24,13,7,4,3,1,0
Spain,Brazil,Friendly,2022-03-10,Away,0,0,39.59327688696284,45.73271407813645,7,13,9,15,2,3,1,1
Belgium,Portugal,Friendly,2022-03-11,Away,4,4,38.977548929832665,44.89895759033983,17,20,15,8,1,1,0,0
Italy,Netherlands,Friendly,2022-03-12,Neutral,4,5,44.7665177038431,55.12323359908862,6,23,10,13,0,1,1,0
Germany,Brazil,Qualifier,2022-03-13,Away,1,5,61.12254500236934,36.989428588412245,14,29,19,17,3,0,0,1
Brazil,England,Qualifier,2022-03-14,Neutral,2,5,38.98728196252597,45.21926194789521,4,29,11,19,4,2,0,1
Italy,Spain,Tournament,2022-03-15,Home,3,5,61.49273562214612,64.74707356426921,3,25,7,12,0,0,1,1
Portugal,France,Tournament,2022-03-16,Home,1,3,57.82421108659,59.18660390468486,11,18,18,15,4,1,1,0
Portugal,Netherlands,Tournament,2022-03-17,Neutral,1,5,57.16319521880598,32.223538671551566,29,19,8,12,4,4,1,1
England,Italy,Qualifier,2022-03-18,Home,1,1,48.99022694853642,50.55615183849949,1,17,9,19,4,3,1,0
Italy,Argentina,Friendly,2022-03-19,Neutral,3,4,59.83551333437404,33.65181271627513,14,8,5,5,0,3,1,0
Brazil,Spain,Friendly,2022-03-20,Neutral,5,0,30.540780804155162,68.29985715794253,6,18,12,9,0,1,0,1
England,England,Friendly,2022-03-21,Neutral,1,1,42.224290326616874,39.785625635320216,29,7,15,10,4,3,1,1
Spain,Germany,Qualifier,2022-03-22,Away,2,5,57.16549855295258,67.30484102853654,23,23,11,18,3,0,1,1
Italy,Portugal,Friendly,2022-03-23,Neutral,5,1,69.49181697061131,63.360336339660584,27,11,17,18,1,3,0,1
Belgium,Belgium,Tournament,2022-03-24,Neutral,4,0,30.10057364337104,52.05457738789198,17,3,15,19,4,4,0,0
Portugal,Spain,Tournament,2022-03-25,Neutral,2,5,50.39889060134831,43.452182913718744,27,2,16,13,3,2,0,0
Portugal,Netherlands,Friendly,2022-03-26,Away,5,1,66.95345716148097,64.31786722762601,17,19,17,18,1,0,0,0
France,Netherlands,Tournament,2022-03-27,Home,4,3,64.54157539266694,36.11134803746165,23,28,6,14,4,2,0,0
England,Netherlands,Friendly,2022-03-28,Away,4,3,30.925447790176857,37.19896455596121,11,24,11,14,1,2,1,0
Argentina,Argentina,Friendly,2022-03-29,Neutral,1,4,51.182325094027405,38.98890709467238,28,28,16,10,4,4,1,1
Argentina,Brazil,Tournament,2022-03-30,Away,1,4,30.171484056677343,53.907875913847484,22,25,13,19,0,4,0,0
England,France,Tournament,2022-03-31,Home,3,1,61.58299792929502,42.57300898210057,7,11,9,17,4,4,0,1
Belgium,Germany,Tournament,2022-04-01,Home,0,0,42.35499368357383,69.56725757915642,13,8,18,5,4,4,1,0
Netherlands,Belgium,Tournament,2022-04-02,Neutral,2,3,60.62362647661154,37.804521411726576,8,11,15,5,4,0,0,0
England,Netherlands,Friendly,2022-04-03,Home,3,2,67.79173366814288,62.224403902166166,8,2,10,18,4,4,0,0
Belgium,Belgium,Tournament,2022-04-04,Away,3,4,69.04340216620594,33.83344874027182,9,12,9,16,3,0,0,1
Spain,Italy,Tournament,2022-04-05,Away,2,3,65.76444723512557,44.137862491980776,29,29,5,11,2,3,0,0
Portugal,Argentina,Qualifier,2022-04-06,Home,5,5,38.16573812699865,39.750500008242156,25,9,10,7,3,2,1,0
Brazil,Netherlands,Tournament,2022-04-07,Neutral,2,1,37.78400679711987,69.07343794521013,7,6,18,11,3,3,0,0
Netherlands,Italy,Tournament,2022-04-08,Neutral,4,3,55.03121731544911,31.029223191098247,25,12,18,9,0,3,0,0
Italy,Germany,Friendly,2022-04-09,Away,0,3,51.76214728991903,58.86678102802239,22,18,11,5,4,1,0,0
Netherlands,Germany,Friendly,2022-04-10,Home,5,1,30.381384312053953,39.908885016035924,9,25,9,15,3,3,0,0
Brazil,France,Qualifier,2022-04-11,Away,1,4,45.66909404605317,62.449946503464766,11,5,7,18,1,3,0,0
France,England,Tournament,2022-04-12,Away,0,4,66.26764022068701,42.44897598340735,2,22,19,12,4,1,1,0
Portugal,France,Tournament,2022-04-13,Away,0,2,65.93436075679448,37.49136980045933,27,17,10,17,0,3,1,0
Argentina,Brazil,Tournament,2022-04-14,Neutral,1,2,38.156275363841395,57.721594056930506,18,16,16,13,0,1,1,0
Belgium,Belgium,Tournament,2022-04-15,Home,0,4,45.27852276629043,40.30306142831761,22,12,16,10,1,0,1,1
England,Portugal,Tournament,2022-04-16,Home,5,4,52.4146404398433,49.421874799136624,3,29,15,6,0,2,1,0
England,Germany,Tournament,2022-04-17,Neutral,5,4,64.11137060368898,35.2613368925618,18,2,11,13,4,4,0,0
Argentina,Portugal,Qualifier,2022-04-18,Away,5,4,51.27977756965393,58.9839204417269,16,16,14,6,2,3,0,1
Netherlands,Argentina,Tournament,2022-04-19,Away,3,3,68.72799249852139,46.27344820215491,8,1,14,10,2,0,1,0
Portugal,Spain,Tournament,2022-04-20,Neutral,3,2,61.96208551951552,35.62319037749044,23,20,16,14,3,2,1,0
Germany,Netherlands,Tournament,2022-04-21,Home,5,1,68.12367491914488,59.66380187163928,8,2,18,8,0,0,0,1
Belgium,Argentina,Qualifier,2022-04-22,Neutral,1,0,59.25968873505373,34.13448768126945,6,13,13,18,4,1,1,1
Spain,Germany,Tournament,2022-04-23,Home,1,1,65.1049655745012,52.99281690035865,25,16,17,10,1,0,1,1
Brazil,Italy,Qualifier,2022-04-24,Home,2,5,63.24015169511398,54.29940678760205,25,1,11,8,1,3,1,1
Netherlands,Belgium,Friendly,2022-04-25,Home,2,0,40.15353926964512,67.2140200149879,2,19,7,15,4,3,1,1
Italy,Portugal,Tournament,2022-04-26,Away,5,3,39.18145693817075,36.039219941809435,16,4,5,17,4,4,0,0
France,France,Qualifier,2022-04-27,Away,0,5,64.57533701826927,56.13385438921078,26,20,19,7,1,4,1,0
England,Spain,Friendly,2022-04-28,Neutral,0,2,33.38710950081292,45.230743255810665,21,3,18,19,0,3,1,0
Netherlands,England,Qualifier,2022-04-29,Neutral,1,0,46.342544187989276,46.03257388105237,9,2,17,16,3,0,1,0
France,Argentina,Qualifier,2022-04-30,Away,0,4,62.82631081142236,50.073007277752325,19,12,11,15,3,3,1,0
Brazil,England,Friendly,2022-05-01,Neutral,4,5,62.529573273646946,39.35138448196021,21,24,16,12,3,0,0,1
England,Portugal,Tournament,2022-05-02,Away,3,3,35.55131242721078,48.44732955809832,15,26,12,17,4,3,0,0
England,Portugal,Tournament,2022-05-03,Away,0,0,49.50839203428838,57.4738467360334,24,13,19,9,1,2,0,0
Germany,Netherlands,Qualifier,2022-05-04,Home,0,4,49.19329610900523,48.28452158193837,2,27,15,5,1,0,0,1
Netherlands,Italy,Friendly,2022-05-05,Home,2,5,42.94885809756874,31.700337093243572,15,18,5,12,1,1,1,0
Portugal,Italy,Tournament,2022-05-06,Away,4,3,66.68724580257347,40.313049901794315,22,5,9,7,1,1,0,1
Argentina,Brazil,Qualifier,2022-05-07,Home,0,5,56.12470448022927,44.05840851012438,11,23,16,8,1,4,1,0
Argentina,France,Friendly,2022-05-08,Away,3,0,69.20749959377483,44.188845475585346,20,25,16,13,2,2,0,0
Spain,Germany,Qualifier,2022-05-09,Home,0,4,32.670648433070355,33.24027570077287,12,12,17,7,4,1,0,1
Italy,Germany,Friendly,2022-05-10,Neutral,1,2,45.77400691643727,47.982822064690524,15,19,12,18,4,3,1,1
France,Portugal,Tournament,2022-05-11,Neutral,4,3,63.405502483952425,57.67796075954268,16,1,14,9,2,1,1,1
Netherlands,Argentina,Tournament,2022-05-12,Away,0,0,46.90742676848637,31.946880721944932,28,9,11,16,3,3,0,0
Belgium,Belgium,Qualifier,2022-05-13,Away,4,4,40.475121081732965,60.03696689492922,6,1,19,12,0,2,0,0
Italy,Germany,Tournament,2022-05-14,Home,0,2,69.91230177268429,68.20420811853833,3,24,6,10,4,4,1,1
Germany,Germany,Tournament,2022-05-15,Home,3,5,64.92499558809256,30.373526254864153,6,18,17,7,4,1,1,1
England,Argentina,Friendly,2022-05-16,Away,3,4,51.85894645197794,37.74769263728579,23,23,17,12,2,4,1,1
Portugal,France,Tournament,2022-05-17,Neutral,4,2,52.4683694498643,51.73951129381169,26,28,17,17,4,2,1,0
Netherlands,Spain,Friendly,2022-05-18,Neutral,5,0,30.27451842350613,38.72197946200275,3,3,8,9,4,0,1,0
Italy,Italy,Friendly,2022-05-19,Away,2,4,69.23978323532447,60.58504126711472,21,6,10,10,3,2,1,1
Italy,Netherlands,Qualifier,2022-05-20,Neutral,2,4,62.25180647629966,42.48537259837772,13,22,11,15,2,2,1,0
Portugal,Netherlands,Friendly,2022-05-21,Away,1,1,31.469174381785155,41.745011292716725,12,4,18,7,4,2,1,0
Spain,Netherlands,Tournament,2022-05-22,Home,5,3,37.05320768636626,30.036955031337676,8,24,11,12,1,0,0,1
France,Argentina,Friendly,2022-05-23,Neutral,2,4,62.841249211896994,40.80504752753103,2,12,7,8,2,0,1,0
France,Netherlands,Friendly,2022-05-24,Neutral,4,2,33.47462193087843,38.70682087627436,7,12,16,13,3,2,1,1
Italy,Portugal,Qualifier,2022-05-25,Home,2,3,67.67142910038268,43.72963868569903,29,5,12,9,0,0,0,1
Brazil,Brazil,Tournament,2022-05-26,Home,1,0,69.995642486025,35.906266120972006,17,23,11,5,4,3,1,1
Italy,Argentina,Tournament,2022-05-27,Neutral,0,3,65.45731238321169,53.785946656899796,7,29,8,13,1,2,1,1
Italy,Argentina,Tournament,2022-05-28,Neutral,2,1,59.55615957430067,39.54966173969371,1,21,14,12,1,1,1,0
Portugal,Italy,Friendly,2022-05-29,Away,4,0,49.49129404675092,63.270034589927036,4,13,17,9,0,3,0,0
England,Netherlands,Tournament,2022-05-30,Away,4,4,33.29718305389494,41.38231786950448,15,12,8,7,2,2,1,0
Portugal,England,Tournament,2022-05-31,Neutral,1,5,59.217849273688074,38.43478397838641,4,4,8,17,3,1,0,1
Netherlands,Spain,Friendly,2022-06-01,Away,1,0,45.87460616111546,32.27005447757739,12,6,9,18,4,1,1,1
Italy,Brazil,Qualifier,2022-06-02,Home,3,0,52.80914524586698,59.59626760086975,16,19,18,13,4,4,0,0
France,Argentina,Qualifier,2022-06-03,Away,3,1,41.735619045665125,50.32832700150223,21,6,15,16,4,4,0,1
Belgium,Brazil,Friendly,2022-06-04,Away,3,2,39.68624038058966,34.551319895219315,18,6,6,17,1,1,1,1
France,Argentina,Qualifier,2022-06-05,Neutral,0,0,42.9718783458562,38.853391304700466,14,11,13,11,2,2,0,1
Argentina,France,Qualifier,2022-06-06,Away,4,2,62.55312093654852,69.94876288239371,14,27,10,16,0,2,0,1
Spain,Italy,Qualifier,2022-06-07,Neutral,3,3,47.0596616063824,62.24114907134317,28,22,16,15,2,2,0,0
Germany,Portugal,Tournament,2022-06-08,Neutral,4,5,42.46831647850193,43.994779430703574,11,14,12,12,3,2,0,1
Netherlands,France,Qualifier,2022-06-09,Neutral,1,1,47.31881589099683,51.70219322461376,28,27,15,7,3,1,0,1
Netherlands,Belgium,Tournament,2022-06-10,Home,0,4,31.291494637858733,46.64068635602373,16,3,5,10,0,0,1,1
Spain,Netherlands,Qualifier,2022-06-11,Away,1,0,65.62417131261532,31.45558261603426,15,29,19,16,1,0,1,1
Belgium,Belgium,Tournament,2022-06-12,Away,4,5,52.07046236667513,61.14708036851626,22,8,10,19,0,2,1,1
Germany,Spain,Friendly,2022-06-13,Away,5,5,34.193049084826605,58.679444528929096,6,4,19,8,3,4,0,1
England,England,Friendly,2022-06-14,Neutral,5,2,41.53627727796541,46.35209257983511,24,27,10,17,1,1,1,1
Italy,Portugal,Qualifier,2022-06-15,Home,3,0,69.34210995511098,63.8358854752251,13,16,12,7,2,0,0,0
Germany,France,Tournament,2022-06-16,Neutral,5,5,53.722297056156926,51.38956379556858,26,18,17,8,3,1,0,1
Belgium,Brazil,Friendly,2022-06-17,Away,1,1,41.65619547599382,32.60833757647214,28,7,5,6,1,4,0,1
Brazil,Brazil,Friendly,2022-06-18,Neutral,5,4,47.05382645463977,40.376251609875254,17,11,9,9,1,1,0,0
Argentina,Spain,Friendly,2022-06-19,Neutral,2,3,40.3389911774134,48.470913443433844,4,8,19,12,4,4,0,1
Germany,Argentina,Friendly,2022-06-20,Away,0,3,31.272170284781584,34.13796954843188,12,27,18,9,2,4,0,1
Germany,Brazil,Qualifier,2022-06-21,Neutral,4,2,63.681201286082164,52.8432477145162,18,20,18,6,1,3,1,1
Argentina,Netherlands,Tournament,2022-06-22,Neutral,3,5,41.699145668319844,34.82272646733606,27,6,18,11,0,4,0,0
Italy,England,Friendly,2022-06-23,Home,1,3,63.53642955420048,38.02032741936994,8,24,7,12,2,3,1,0
Germany,Italy,Qualifier,2022-06-24,Neutral,0,2,49.14228266855694,65.75934645352913,12,16,10,15,2,4,1,1
Argentina,Netherlands,Friendly,2022-06-25,Home,3,4,37.31578547790509,69.99249552164936,4,5,13,16,3,4,0,1
Argentina,England,Friendly,2022-06-26,Away,1,0,62.074747728186345,52.01013376186747,8,25,14,8,2,1,0,0
Argentina,Spain,Friendly,2022-06-27,Home,5,1,45.08445924223178,54.7859444052706,29,6,7,7,2,3,0,1
Portugal,Netherlands,Friendly,2022-06-28,Neutral,4,4,58.30916751226482,61.89724587705721,2,6,13,19,4,0,1,1
Belgium,Italy,Qualifier,2022-06-29,Away,2,4,63.4891867611493,57.845579848163574,29,28,16,12,2,0,0,1
Portugal,Italy,Tournament,2022-06-30,Neutral,2,3,68.51942625375415,37.29866178618865,4,29,13,14,1,1,0,0
Brazil,Germany,Qualifier,2022-07-01,Neutral,5,3,33.43258130344968,46.46686098153778,12,2,19,6,0,0,1,0
England,Argentina,Qualifier,2022-07-02,Home,4,1,30.335459273617495,51.40466075633602,25,7,5,11,4,0,1,1
Portugal,Spain,Qualifier,2022-07-03,Neutral,0,0,51.9369992608979,44.38847968586832,21,9,6,14,4,4,0,1
Portugal,Netherlands,Friendly,2022-07-04,Home,4,4,40.569638475000005,37.044246790311796,22,15,15,12,4,2,0,0
Belgium,Portugal,Tournament,2022-07-05,Away,5,5,48.764071589743054,59.44453376245491,10,21,8,9,4,2,1,1
England,Portugal,Friendly,2022-07-06,Away,1,3,32.9063474862443,37.95385620317431,15,14,18,11,3,0,0,1
Spain,Spain,Qualifier,2022-07-07,Neutral,0,4,50.063561866934386,40.41943714807216,28,21,15,16,4,1,1,0
Argentina,Netherlands,Friendly,2022-07-08,Home,2,0,34.994226127125614,41.4607846051373,9,28,15,13,3,1,0,0
Netherlands,France,Tournament,2022-07-09,Neutral,5,2,63.543510327962046,36.4711692190387,9,13,16,17,3,3,1,1
England,France,Tournament,2022-07-10,Neutral,1,0,60.37947210545827,63.98206491981331,7,27,11,12,2,1,0,1
Brazil,Argentina,Friendly,2022-07-11,Neutral,5,4,32.96294312868969,54.42465275458785,27,5,16,9,0,1,1,1
Italy,Netherlands,Qualifier,2022-07-12,Neutral,3,4,63.454014189117366,63.38992519968555,2,17,6,8,2,4,0,1
Brazil,Italy,Friendly,2022-07-13,Home,3,1,42.9983396969849,49.74917254036437,7,5,11,7,3,4,1,0
